A B date time
-15.306685129276875 -3.601198009122777 02012023 11:00:00
-14.665234962594608 -3.3801896805877276 02012023 12:00:00
-16.995826472779974 -4.068496519839369 02012023 13:00:00
-16.401951072956173 -3.7534507493104874 02012023 14:00:00
-16.57077285152472 -2.5097324874459392 02012023 15:00:00
-18.56904362635061 -2.212036775209804 02012023 16:00:00
-18.524543070013106 -0.856770595030788 02012023 17:00:00
-19.502914671009282 -0.8826461561176857 02012023 18:00:00
-18.347786180941863 -1.3057466328152987 02012023 19:00:00
-18.710084276335948 -0.8330249551061542 02012023 20:00:00
-17.50984439210906 -2.6102565284497783 02012023 21:00:00
-16.683480997256872 -2.9283168508218314 02012023 22:00:00
-14.36164711530189 -3.3297258469443722 02012023 23:00:00
-13.66161373125206 -3.8510275847794775 03012023 00:00:00
-14.822103905221033 -5.734007492525411 03012023 01:00:00
-15.601635292240838 -6.563683326816851 03012023 02:00:00
-14.52536204376161 -4.822940033503837 03012023 03:00:00
-11.479936999393843 -6.96938002520656 03012023 04:00:00
-10.636526590424635 -6.348472915210511 03012023 05:00:00
-9.229092653341365 -6.033427144681629 03012023 06:00:00
-9.01450701817132 -7.581406085055756 03012023 07:00:00
-9.520127297022942 -8.26574951844335 03012023 08:00:00
-9.87397299044751 -8.922540796809486 03012023 09:00:00
-8.56517761921379 -7.728648367828415 03012023 10:00:00
-8.600041757489638 -5.927556490624962 03012023 11:00:00
-8.235127697050551 -5.189605485290571 03012023 12:00:00
-7.286318336989052 -4.871230011394952 03012023 13:00:00
-6.51242825165382 -4.753738494097552 03012023 14:00:00
-7.745001560192341 -4.768793460618947 03012023 15:00:00
-8.758637438040068 -3.190040291572794 03012023 16:00:00
-9.225603353274263 -2.930689663226904 03012023 17:00:00
-10.005178228838721 -3.671535331029778 03012023 18:00:00
-10.234573036803527 -3.309569438406757 03012023 19:00:00
-10.328462835876975 -3.44399062900842 03012023 20:00:00
-9.174199664852067 -3.2242914815494554 03012023 21:00:00
-9.445700459968135 -2.611137182777679 03012023 22:00:00
-8.730917503045127 -3.003025270964112 03012023 23:00:00
-8.139540928577317 -2.9431734677475507 04012023 00:00:00
-10.681360482278865 -1.8399110420735483 04012023 01:00:00
-10.536173689415529 -2.940981279703976 04012023 02:00:00
-10.14014023557416 -2.8234897624065756 04012023 03:00:00
-10.165999099224736 -3.6115827727469547 04012023 04:00:00
-9.572123699400937 -2.241179764198732 04012023 05:00:00
-8.190441453272804 -1.2389574981705442 04012023 06:00:00
-7.565500676169341 -2.5590583596246463 04012023 07:00:00
-6.940559899065878 -2.5254027691830174 04012023 08:00:00
-6.847785697023054 -2.1048806976641994 04012023 09:00:00
-8.696560778174433 -1.8949347344083367 04012023 10:00:00
-7.48498028670653 -3.6720422284853353 04012023 11:00:00
-7.366146526655115 -1.683267399563979 04012023 12:00:00
-6.398747631987364 -1.8013519449852562 04012023 13:00:00
-6.253349057957904 -0.5393333030698748 04012023 14:00:00
-5.5134983877402215 0.028969068809120757 04012023 15:00:00
-5.256217417859095 -1.6802909014269378 04012023 16:00:00
-3.1993722144100287 -2.896842416034812 04012023 17:00:00
-3.080538454358614 -3.4856545240324097 04012023 18:00:00
-4.252152718840837 -2.250373700327045 04012023 19:00:00
-4.672269565859484 -3.080744164821274 04012023 20:00:00
-4.098520393039836 -2.1003957112363105 04012023 21:00:00
-2.29236908888774 -2.395246444936256 04012023 22:00:00
-2.396293628177276 -3.2473789845345244 04012023 23:00:00
-2.6256884361420805 -2.4805014050240084 05012023 00:00:00
-1.7822780271728726 -4.187919667824405 05012023 01:00:00
-1.7113132640426199 -5.092640982334569 05012023 02:00:00
-2.0732338672261585 -4.882695019078706 05012023 03:00:00
-2.089366626678016 -4.908570580165604 05012023 04:00:00
-0.5359372320387639 -5.423427139441674 05012023 05:00:00
0.9293469677947777 -5.407000010191067 05012023 06:00:00
0.6050178887163871 -5.7287527495645865 05012023 07:00:00
0.41220654769689713 -4.206556103789237 05012023 08:00:00
-0.3649387685148575 -3.3205294811932093 05012023 09:00:00
-1.0752765306932277 -3.4213203743174185 05012023 10:00:00
0.3101714109603746 -2.678440925009668 05012023 11:00:00
-0.02177028753511484 -1.8244559673481615 05012023 12:00:00
-1.3419131004640765 -3.155329551360498 05012023 13:00:00
-1.926105044937719 -1.1424258496162665 05012023 14:00:00
-1.301208905254915 -2.1113092743575557 05012023 15:00:00
-0.7600050622122427 -2.835587192704988 05012023 16:00:00
-1.5008068518704045 -1.8545870784916256 05012023 17:00:00
-1.9535050954640854 -0.4675882900732735 05012023 18:00:00
-0.2177327348253948 0.7200728547737656 05012023 19:00:00
0.4296951988649337 1.377045823101252 05012023 20:00:00
-0.9053786688314965 3.4399465276098264 05012023 21:00:00
0.12364664952775561 2.8543972272275013 05012023 22:00:00
-0.04352430620432898 3.6512277403121782 05012023 23:00:00
-0.6757786933473094 2.022087060261779 06012023 00:00:00
-0.7722825011848052 0.5424999207752486 06012023 01:00:00
-0.04231999243050755 0.6163036476456077 06012023 02:00:00
1.915935313224703 0.601368800526462 06012023 03:00:00
0.9321007632893503 2.119758767521945 06012023 04:00:00
1.5735509299716175 1.2513027764396154 06012023 05:00:00
1.7811984990127612 1.4288201278362955 06012023 06:00:00
2.4711645744331148 1.8018323712554247 06012023 07:00:00
0.9853592650949377 1.5694793424807532 06012023 08:00:00
2.418979365758569 0.07129514422108052 06012023 09:00:00
2.378197613881052 0.25141759620910187 06012023 10:00:00
1.725575103061385 0.16478403544067055 06012023 11:00:00
0.9847733134032233 -0.7399372790694934 06012023 12:00:00
3.0601694145490734 0.6921332603486536 06012023 13:00:00
2.999447036850192 0.5908748744091604 06012023 14:00:00
1.7445717500221871 -1.9663797817181 06012023 15:00:00
1.5528446145974357 -1.895617540421587 06012023 16:00:00
0.9262646422707927 -2.5524088187877227 06012023 17:00:00
1.169346652690747 -4.101408866171144 06012023 18:00:00
0.9503670895570288 -3.598228268184274 06012023 19:00:00
0.454762882708353 -3.770585526070853 06012023 20:00:00
0.5994044808729089 -3.583858643162057 06012023 21:00:00
-0.73197741255003 -5.730298634864781 06012023 22:00:00
-2.0180415997137278 -5.599397601429822 06012023 23:00:00
-2.2330000317644894 -5.46176923729851 07012023 00:00:00
-2.2686315685254943 -4.113756354416835 07012023 01:00:00
-2.3252263504992157 -6.376617257389649 07012023 02:00:00
-0.9377181250548923 -7.511324697842793 07012023 03:00:00
-0.1638280397196603 -6.9647017060841065 07012023 04:00:00
-0.20544251040842446 -6.387846504097378 07012023 05:00:00
0.43007548022686504 -5.448114383898216 07012023 06:00:00
2.2586664585717138 -5.094154757328275 07012023 07:00:00
2.70678478314964 -5.835000425131149 07012023 08:00:00
3.4068181671994693 -5.808589051649876 07012023 09:00:00
3.608744608651147 -4.84491987604226 07012023 10:00:00
4.36203775056863 -4.821489074828619 07012023 11:00:00
3.678356509846329 -3.8313930580995246 07012023 12:00:00
3.1865390499889426 -2.3961016076137223 07012023 13:00:00
2.4534203626304105 -4.476040247012918 07012023 14:00:00
2.069784596823758 -5.323879112628449 07012023 15:00:00
2.4742373780941467 -4.778159588811234 07012023 16:00:00
3.062517197673945 -5.041308903011443 07012023 17:00:00
2.405462355279957 -5.300817593060352 07012023 18:00:00
1.0045077132292426 -5.042317404190983 07012023 19:00:00
2.197346857143546 -7.092127870998798 07012023 20:00:00
2.103294916375439 -5.648506965356269 07012023 21:00:00
2.066716508663959 -5.23500819370925 07012023 22:00:00
2.529838971718393 -5.490532363397313 07012023 23:00:00
1.7967202843598609 -6.988716561656986 08012023 00:00:00
1.1672669491466032 -7.6613641850225624 08012023 01:00:00
0.1280586905618899 -7.276315581271704 08012023 02:00:00
0.3971020086678722 -5.865753693942111 08012023 03:00:00
1.2561924337532002 -5.547920965368474 08012023 04:00:00
0.49622518299854024 -5.01184862329511 08012023 05:00:00
0.13430457981500143 -6.555698857673306 08012023 06:00:00
1.6745504988916569 -6.484936616376793 08012023 07:00:00
1.9681351532997373 -8.03291555675092 08012023 08:00:00
1.8720954881688978 -8.771408297327229 08012023 09:00:00
3.1834309897242417 -7.360846409997635 08012023 10:00:00
0.6416114360226937 -8.511450435442097 08012023 11:00:00
0.9930978871374834 -7.7445728559315805 08012023 12:00:00
-0.008247699928443541 -7.465030845605709 08012023 13:00:00
1.1332348074747187 -7.36610601967905 08012023 14:00:00
1.5421102599104501 -5.999778656189556 08012023 15:00:00
1.8134547147556899 -5.166056311782827 08012023 16:00:00
2.070735684636816 -4.637944435465109 08012023 17:00:00
1.387054443914515 -4.949527299523098 08012023 18:00:00
0.9223262158807806 -6.040642952921796 08012023 19:00:00
0.1992857733572736 -7.195685404022414 08012023 20:00:00
1.2145670462463314 -5.561675074747783 08012023 21:00:00
1.6949578421972809 -5.194155064943873 08012023 22:00:00
2.9489657303859382 -6.403657502876333 08012023 23:00:00
1.3692019148472292 -5.4012728312917595 09012023 00:00:00
1.705778692676906 -6.313892044177807 09012023 01:00:00
1.3221429268702534 -8.182427051609547 09012023 02:00:00
1.7563480022113616 -8.79312834936664 09012023 03:00:00
1.6444628144250195 -9.79211714482394 09012023 04:00:00
1.4652247733027361 -9.051800321673625 09012023 05:00:00
2.568833172720054 -9.631809746820377 09012023 06:00:00
3.121807222943464 -10.44857709738222 09012023 07:00:00
3.3730565613672305 -10.401967106275361 09012023 08:00:00
4.004210208516437 -10.873284119878452 09012023 09:00:00
4.048710764853941 -10.83852749025645 09012023 10:00:00
4.987290864347889 -11.547202022231577 09012023 11:00:00
5.991495787859509 -11.500592031124718 09012023 12:00:00
5.659554089364019 -10.858348783664432 09012023 13:00:00
5.417605988516976 -10.257803514813073 09012023 14:00:00
6.367224545627374 -8.856214459834563 09012023 15:00:00
6.336970740443107 -9.991730286868785 09012023 16:00:00
7.526564623795082 -9.36817530805179 09012023 17:00:00
8.617605179753072 -9.64143902982138 09012023 18:00:00
7.894564737229565 -10.757600231495273 09012023 19:00:00
7.93906529356707 -11.204472098020728 09012023 20:00:00
8.450661481806021 -10.573895669417874 09012023 21:00:00
6.7341914697842995 -11.294793617522036 09012023 22:00:00
7.207289909376065 -10.320421704794583 09012023 23:00:00
7.3150568625384125 -11.911687306914162 10012023 00:00:00
7.386021625668666 -10.537781640803399 10012023 01:00:00
5.620014220450309 -11.515371571354004 10012023 02:00:00
6.606371774242069 -11.789410551875765 10012023 03:00:00
5.140105866057298 -11.910624054169611 10012023 04:00:00
3.5904177799442456 -11.97555496352835 10012023 05:00:00
3.6994876989159953 -13.076625201158777 10012023 06:00:00
4.7288309741382735 -13.772508051428325 10012023 07:00:00
2.9340341998882455 -13.323510672128934 10012023 08:00:00
1.467768291703475 -14.87099963111546 10012023 09:00:00
3.3653272457314074 -14.536151228874122 10012023 10:00:00
6.4584775078807 -13.382478068499534 10012023 11:00:00
8.29132971791579 -14.648279327654432 10012023 12:00:00
8.504263534875383 -14.274045942076329 10012023 13:00:00
8.827554496907181 -14.482462279119057 10012023 14:00:00
10.78989532363034 -14.874350367305489 10012023 15:00:00
11.38127189809815 -16.757491884251728 10012023 16:00:00
13.636829727230156 -16.830261836185148 10012023 17:00:00
15.319382298735807 -17.088107271024974 10012023 18:00:00
15.152211343003723 -17.043781999843603 10012023 19:00:00
16.003940162904584 -18.337897348762212 10012023 20:00:00
14.826373928038374 -17.981907250418086 10012023 21:00:00
14.99510479427525 -16.823358908094892 10012023 22:00:00
16.027996631391858 -16.324142152700446 10012023 23:00:00
15.015967932480113 -18.192677160132188 11012023 00:00:00
14.977587771947277 -18.69927150817722 11012023 01:00:00
14.135627424417509 -17.756331243993724 11012023 02:00:00
14.875478094635191 -18.725214668735013 11012023 03:00:00
15.146822549480431 -18.124521280195918 11012023 04:00:00
16.15235966103711 -18.481190742157743 11012023 05:00:00
15.518505830905704 -18.928873512588453 11012023 06:00:00
14.416875189338269 -19.20223034776727 11012023 07:00:00
13.08549329591533 -21.82993365736198 11012023 08:00:00
11.657364962146419 -22.542861160145197 11012023 09:00:00
11.44279278971162 -21.06355445642374 11012023 10:00:00
11.941684285552382 -21.52600519977519 11012023 11:00:00
12.1887256655345 -21.789068560421676 11012023 12:00:00
12.259690428664753 -22.05213192106816 11012023 13:00:00
12.469166517955635 -23.059332695589518 11012023 14:00:00
12.934055684996451 -22.353728934133482 11012023 15:00:00
14.616608256502102 -21.384479040482354 11012023 16:00:00
15.489113640235523 -20.82572019230991 11012023 17:00:00
15.6886337877401 -21.521603042579457 11012023 18:00:00
15.025553426616726 -22.485990658342185 11012023 19:00:00
15.286858554119846 -23.181873508611734 11012023 20:00:00
15.25310300882471 -22.743142905470656 11012023 21:00:00
15.454949916626237 -22.095168662504445 11012023 22:00:00
14.612989569096468 -21.550073695180053 11012023 23:00:00
13.498498512084618 -23.735917594167763 12012023 00:00:00
13.031532596850424 -22.36551458561954 12012023 01:00:00
13.928018102879294 -24.072932848419935 12012023 02:00:00
13.109306532806668 -22.24797412043149 12012023 03:00:00
12.585238488787127 -21.871403650942007 12012023 04:00:00
12.559833165105145 -21.755371891221117 12012023 05:00:00
12.05622655565606 -22.89088771825534 12012023 06:00:00
11.86341521463657 -23.113825608562994 12012023 07:00:00
11.144696309637812 -22.81783104584897 12012023 08:00:00
11.067630036097698 -23.73618705671846 12012023 09:00:00
10.603796476526746 -24.08090963881253 12012023 10:00:00
10.71873242559508 -23.67159139596051 12012023 11:00:00
8.925024467165334 -24.774919986090143 12012023 12:00:00
7.230462578310785 -24.64784467520042 12012023 13:00:00
7.49990022112117 -23.81970282064049 12012023 14:00:00
7.955999643712564 -25.596934393984114 12012023 15:00:00
7.838570327509681 -26.03173823017134 12012023 16:00:00
8.106981149584612 -28.476900180318275 12012023 17:00:00
8.35823048800838 -27.357160138242904 12012023 18:00:00
7.975372664891377 -26.09514149632752 12012023 19:00:00
7.622434792884648 -25.62785000347819 12012023 20:00:00
7.245592795803101 -25.65372556456509 12012023 21:00:00
5.800968633243176 -26.168582123841162 12012023 22:00:00
6.7505528777174755 -26.702643637086965 12012023 23:00:00
5.6179665344909795 -26.423101626761092 13012023 00:00:00
4.378056002270028 -26.15006091931636 13012023 01:00:00
4.913154733192838 -26.115304289694357 13012023 02:00:00
3.934783132196661 -26.43117186725443 13012023 03:00:00
4.78762529334601 -27.228750028705413 13012023 04:00:00
5.298030144371285 -26.815251257058396 13012023 05:00:00
3.700067404847698 -26.265042508009742 13012023 06:00:00
4.676871193228346 -25.052448317481236 13012023 07:00:00
3.6755256061624193 -24.863644665133208 13012023 08:00:00
5.508377816197509 -24.86789017135126 13012023 09:00:00
5.36670785507331 -24.767636947118216 13012023 10:00:00
2.105369411978735 -24.051115179247105 13012023 11:00:00
1.5815711727585835 -24.76331543339721 13012023 12:00:00
0.3327493520878597 -25.4198499951413 13012023 13:00:00
-0.31589180019789753 -24.401798535546313 13012023 14:00:00
-0.9799828696712967 -24.951686321934492 13012023 15:00:00
0.3826447101854804 -24.925274948453218 13012023 16:00:00
0.16060384696726912 -25.93415955183807 13012023 17:00:00
-0.22303191883938359 -26.53999826768778 13012023 18:00:00
0.03828195738835441 -23.91102077820577 13012023 19:00:00
0.0327886963618719 -22.413360802411997 13012023 20:00:00
-0.002842840399133094 -23.21093896386298 13012023 21:00:00
-0.5204640353544914 -22.889135918148913 13012023 22:00:00
-1.838371906448037 -23.144660087836975 13012023 23:00:00
-0.894071441506149 -21.6470001120432 14012023 00:00:00
1.181324659639701 -20.681016294053272 14012023 01:00:00
1.0125028810711532 -23.03153122000336 14012023 02:00:00
1.5939168163667636 -23.43562047370802 14012023 03:00:00
0.273774003437802 -22.025058586378428 14012023 04:00:00
0.6476427294913459 -23.159766026831573 14012023 05:00:00
0.4066724447316453 -23.03269071594185 14012023 06:00:00
1.9469183638083005 -23.07797972871043 14012023 07:00:00
2.5731329040707185 -22.66397099201657 14012023 08:00:00
3.1440735492824263 -22.240501145978854 14012023 09:00:00
3.8396025141496173 -22.350336364039187 14012023 10:00:00
3.7622926564638934 -22.86532614478378 14012023 11:00:00
4.085583618495692 -21.491420478673017 14012023 12:00:00
3.1507645318513564 -21.088791945568037 14012023 13:00:00
3.402013870275123 -21.32341927761604 14012023 14:00:00
4.766607103977579 -21.758223113803265 14012023 15:00:00
6.4313734891344305 -21.04724009893538 14012023 16:00:00
5.589413141604661 -21.058720548340705 14012023 17:00:00
6.163162314424309 -22.340717620367663 14012023 18:00:00
6.307803912588865 -21.705337345325393 14012023 19:00:00
8.202423803251175 -22.155786650508883 14012023 20:00:00
8.518815031782983 -21.030039073657864 14012023 21:00:00
9.180083591848009 -21.771404655066757 14012023 22:00:00
11.02447723360188 -22.08402737494842 14012023 23:00:00
11.233953322892763 -22.995943945797904 15012023 00:00:00
11.917184963107475 -22.29034018434187 15012023 01:00:00
12.865994323168975 -21.107144001446173 15012023 02:00:00
13.459869722992774 -21.11358283710895 15012023 03:00:00
14.601352230395937 -21.845377752171892 15012023 04:00:00
14.2436470847897 -20.81762911612887 15012023 05:00:00
13.617067112463056 -20.08728142067012 15012023 06:00:00
11.633307050030334 -20.55093142255464 15012023 07:00:00
10.914588145031576 -20.86251428661263 15012023 08:00:00
9.220026256177027 -21.264489235805964 15012023 09:00:00
7.996266425739727 -20.441674754246147 15012023 10:00:00
7.944065148634613 -21.191605087870883 15012023 11:00:00
8.541241839520197 -19.78104320054129 15012023 12:00:00
9.006131006561013 -18.932023561784597 15012023 13:00:00
9.030045036029602 -18.401562914916603 15012023 14:00:00
10.01719179096145 -17.613317444008246 15012023 15:00:00
8.549016571784335 -17.15581256156484 15012023 16:00:00
8.195170878359766 -16.143299682600002 15012023 17:00:00
9.165204508652375 -15.681635407956705 15012023 18:00:00
10.70545042772903 -15.163094044783872 15012023 19:00:00
9.01088853887448 -14.762884055955524 15012023 20:00:00
9.288172113240915 -14.176512682241498 15012023 21:00:00
10.938541588689422 -14.962078281691198 15012023 22:00:00
11.593350833568783 -15.799894434058634 15012023 23:00:00
11.64452177595933 -13.759952148645059 16012023 00:00:00
12.513359841007436 -12.23775550286971 16012023 01:00:00
12.658001439171992 -12.372176693471374 16012023 02:00:00
12.005378928352325 -13.080851225446501 16012023 03:00:00
12.857107748253187 -12.985779803523085 16012023 04:00:00
13.483322288515605 -14.64084897066849 16012023 05:00:00
14.247408108190545 -12.627945268924258 16012023 06:00:00
13.509524529634687 -12.44121838601546 16012023 07:00:00
11.929760714095979 -13.774164386907145 16012023 08:00:00
10.538223834277423 -12.756112927312158 16012023 09:00:00
12.774989656728813 -13.58549139952764 16012023 10:00:00
13.291989171918155 -13.292043862918256 16012023 11:00:00
13.568925995883552 -14.210399873787747 16012023 12:00:00
15.229532135242039 -13.244416055797819 16012023 13:00:00
14.84881632945181 -13.05014648191661 16012023 14:00:00
14.370780463139234 -11.763624830965663 16012023 15:00:00
14.621269037794274 -10.32833338047986 16012023 16:00:00
16.04403785328597 -9.781250814715088 16012023 17:00:00
14.918008257715146 -10.669057743487969 16012023 18:00:00
14.38062099149646 -11.803765183941113 16012023 19:00:00
15.011774638645667 -11.818700031060258 16012023 20:00:00
14.385194666319023 -9.359452297731181 16012023 21:00:00
14.736681117433813 -9.866046645776212 16012023 22:00:00
16.290110512073063 -9.843248718913594 16012023 23:00:00
14.647245567690614 -9.079772932204035 17012023 00:00:00
14.965003092009109 -10.21448037265718 17012023 01:00:00
16.778734986569553 -10.748541885902982 17012023 02:00:00
15.27258942034519 -11.004066055591046 17012023 03:00:00
16.613905296008973 -9.025780875885243 17012023 04:00:00
16.194469012757242 -10.116896529283942 17012023 05:00:00
16.433965878322184 -9.17716440908478 17012023 06:00:00
17.581527509753975 -7.267751485356149 17012023 07:00:00
16.275504083105464 -8.815730425730274 17012023 08:00:00
15.951175004027073 -6.8654132367294585 17012023 09:00:00
15.498476760433393 -6.674585648094153 17012023 10:00:00
15.591250962476217 -5.873934950569822 17012023 11:00:00
17.03437239414131 -3.387875307245824 17012023 12:00:00
17.285621732565076 -3.514473458836483 17012023 13:00:00
16.7900175257164 -4.223817864519835 17012023 14:00:00
17.08360218012448 -4.615705952706268 17012023 15:00:00
17.831565145074258 -5.470027937114422 17012023 16:00:00
17.101825498962704 -5.678915431997975 17012023 17:00:00
18.00474429646428 -6.638777946788686 17012023 18:00:00
17.78392532124404 -7.068162911421508 17012023 19:00:00
18.81681715836065 -6.952901705929532 17012023 20:00:00
19.016179617804173 -6.454158888423285 17012023 21:00:00
19.27748474530729 -6.263331299787978 17012023 22:00:00
18.458773175234665 -6.573244452432668 17012023 23:00:00
19.433288384844364 -6.874422615584233 18012023 00:00:00
18.03233374279365 -5.671285026742912 18012023 01:00:00
19.409353009242714 -5.772075919867121 18012023 02:00:00
20.231864107226627 -5.787010766986267 18012023 03:00:00
19.739376864158892 -5.760599393504994 18012023 04:00:00
21.39998300351738 -5.7627165085658785 18012023 05:00:00
20.58249683394783 -5.924631812489842 18012023 06:00:00
20.475041736781 -6.83074261952795 18012023 07:00:00
18.920466764955687 -6.42811408642297 18012023 08:00:00
19.12811433399683 -6.354310359552611 18012023 09:00:00
18.650078467684256 -3.346040471671454 18012023 10:00:00
18.92736204205069 -3.4933923581471644 18012023 11:00:00
17.894807256427598 -3.6114769035684415 18012023 12:00:00
16.736267307514094 -2.164821528577944 18012023 13:00:00
16.556642113464353 -3.850851911430425 18012023 14:00:00
18.014770104582666 -3.4018545321310354 18012023 15:00:00
15.660557041410533 -3.7030326952826007 18012023 16:00:00
14.759011397548198 -3.1337458861360283 18012023 17:00:00
15.040922419669116 -4.234816123766456 18012023 18:00:00
15.745365157853438 -4.9231229630180975 18012023 19:00:00
17.298668098107328 -4.881004728941678 18012023 20:00:00
16.33477010341312 -3.6426513818356767 18012023 21:00:00
17.187612264562468 -1.8186860355630918 18012023 22:00:00
17.494630710791874 -1.440828960154641 18012023 23:00:00
18.440110038838164 -0.2819317458232673 19012023 00:00:00
19.748905410071885 -0.7791444677808632 19012023 01:00:00
18.014224883090634 -0.43588886100034885 19012023 02:00:00
16.52841957375246 -0.6418856341289495 19012023 03:00:00
15.728998704671156 -0.8689534677346868 19012023 04:00:00
15.854564510022122 -1.7873094786041783 19012023 05:00:00
16.110488271808606 -1.419789468800268 19012023 06:00:00
15.131887123151229 -2.3615909197841924 19012023 07:00:00
16.86103989018424 -0.9911879112359698 19012023 08:00:00
18.39649228352768 -1.5970266270856786 19012023 09:00:00
18.869305230402126 -3.4647692875313316 19012023 10:00:00
18.548609472212924 -3.060299593729108 19012023 11:00:00
19.226268568868186 -3.5604442103501457 19012023 12:00:00
16.643153873773798 -4.351399061873076 19012023 13:00:00
16.201407216627867 -4.569149220619382 19012023 14:00:00
16.976096587410616 -3.8635454591633445 19012023 15:00:00
17.157781625836986 -5.7312881196089975 19012023 16:00:00
18.041581208841343 -6.561658584103227 19012023 17:00:00
18.091520313908266 -6.081424588730243 19012023 18:00:00
17.474033505194093 -6.192639977472461 19012023 19:00:00
17.642764371430967 -5.642431228423806 19012023 20:00:00
17.855698188390562 -4.298939121433299 19012023 21:00:00
17.658402403038245 -5.128317593648782 19012023 22:00:00
17.63254353938767 -3.4371579770663145 19012023 23:00:00
16.968642047484952 -3.763301643197307 20012023 00:00:00
16.434186674207595 -3.4656059309611718 20012023 01:00:00
15.992440017061664 -4.334061922043501 20012023 02:00:00
16.20191610635255 -3.5059200674835704 20012023 03:00:00
16.125531171634687 -4.706037699488156 20012023 04:00:00
17.379539059823344 -4.685454401707422 20012023 05:00:00
15.530763978671965 -4.174017623677412 20012023 06:00:00
15.675950771535302 -4.624133618446608 20012023 07:00:00
14.169805205310938 -5.323571275195803 20012023 08:00:00
15.038643270359044 -5.751870501929612 20012023 09:00:00
14.51672865305702 -4.592973287598238 20012023 10:00:00
13.384142309830525 -5.940054988639115 20012023 11:00:00
13.64142327971165 -7.483905223017311 20012023 12:00:00
14.578188669372507 -8.586630257648812 20012023 13:00:00
14.655418183537957 -8.20877318224036 20012023 14:00:00
15.903058396254027 -8.964001188924188 20012023 15:00:00
15.791564904924108 -9.816133728522457 20012023 16:00:00
16.820908180146386 -8.850361007475948 20012023 17:00:00
16.023688745559213 -8.001341368719254 20012023 18:00:00
14.59993067277371 -7.706872368738052 20012023 19:00:00
14.510009167397776 -7.3636167619575374 20012023 20:00:00
13.033543456797537 -7.117525917862227 20012023 21:00:00
14.179736643628786 -8.665504858236353 20012023 22:00:00
13.988009508204035 -10.618787928605121 20012023 23:00:00
13.358692072560368 -10.847035118444953 21012023 00:00:00
13.477525832611782 -10.700534434071233 21012023 01:00:00
13.435911361923019 -11.388841273322875 21012023 02:00:00
14.383879620199242 -11.784104073932738 21012023 03:00:00
15.037176444094221 -12.39480537168983 21012023 04:00:00
13.699052141380118 -11.964296131597727 21012023 05:00:00
14.171865088254561 -10.898808828540037 21012023 06:00:00
12.512784358042062 -11.720048015102524 21012023 07:00:00
12.017148301145415 -10.792794392766433 21012023 08:00:00
12.251684528642253 -11.12811709876065 21012023 09:00:00
12.344458730685076 -10.732153863628989 21012023 10:00:00
10.608805719324158 -10.873174967340296 21012023 11:00:00
10.347554073723275 -10.129969749506598 21012023 12:00:00
9.32724588384579 -8.305011021518153 21012023 13:00:00
11.113239340821638 -7.088070483137922 21012023 14:00:00
10.080684555198546 -5.219644512008414 21012023 15:00:00
11.024985020140434 -3.818055457029904 21012023 16:00:00
9.91008250405926 -4.324649805074936 21012023 17:00:00
8.038449982423273 -2.802453159299586 21012023 18:00:00
9.588658366544554 -2.900458497298352 21012023 19:00:00
8.112192655944314 -2.8699871656770504 21012023 20:00:00
7.177373569299979 -1.8335631002910444 21012023 21:00:00
6.444254881941447 -1.3773811535624065 21012023 22:00:00
6.277083926209363 -1.2894130049419839 21012023 23:00:00
4.278813151383473 -0.6603963588960683 22012023 00:00:00
