A "unix time (s)"
-1.7304959289789206 1679875200.0
-1.7667425527636744 1679961600.0
-0.06463099768465508 1680048000.0
0.04821423146701266 1680134400.0
0.958544978276841 1680220800.0
1.9567751174706647 1680307200.0
3.0427464019564816 1680393600.0
3.8625019610923443 1680480000.0
4.72161325647138 1680566400.0
4.235451646765054 1680652800.0
5.288299665118757 1680739200.0
5.215185026162601 1680825600.0
6.24492160350655 1680912000.0
6.606004583916612 1680998400.0
7.148940371664818 1681084800.0
6.761463233717133 1681171200.0
7.147713527527069 1681257600.0
7.263465841211605 1681344000.0
6.040945915253615 1681430400.0
5.389021697396578 1681516800.0
6.239139213657911 1681603200.0
7.005139006682003 1681689600.0
7.134894480364079 1681776000.0
5.7703293277906305 1681862400.0
5.574915008175838 1681948800.0
5.394376156498318 1682035200.0
6.297393296347463 1682121600.0
6.040720833976644 1682208000.0
6.13247502628559 1682294400.0
6.909312301614926 1682380800.0
7.765372835970032 1682467200.0
7.056679256971148 1682553600.0
7.296749966694324 1682640000.0
8.513567177375785 1682726400.0
9.25730526067377 1682812800.0
9.530537482778579 1682899200.0
11.136705776452406 1682985600.0
11.808722448343165 1683072000.0
12.913124491837197 1683158400.0
12.08514721248958 1683244800.0
11.161714825107174 1683331200.0
9.3726201467769 1683417600.0
8.521782515896762 1683504000.0
8.54554616907102 1683590400.0
7.88242334104504 1683676800.0
9.307692128657793 1683763200.0
10.292228817466775 1683849600.0
11.717497605079528 1683936000.0
12.151818200080898 1684022400.0
11.765629782839374 1684108800.0
13.53480417588798 1684195200.0
14.517783189484845 1684281600.0
12.46486706337456 1684368000.0
12.036403922147795 1684454400.0
13.597651404741104 1684540800.0
12.890245491465103 1684627200.0
13.101253052821543 1684713600.0
12.457312175518624 1684800000.0
13.44029118911549 1684886400.0
11.908561857404244 1684972800.0
12.824459259549748 1685059200.0
13.322653240350254 1685145600.0
15.077332695171487 1685232000.0
15.578333650670263 1685318400.0
15.36319532068494 1685404800.0
13.93023844860257 1685491200.0
12.906291527047701 1685577600.0
12.998045719356647 1685664000.0
12.369798807406156 1685750400.0
10.571430563238208 1685836800.0
12.31869473612596 1685923200.0
11.811522401842915 1686009600.0
10.496760320229473 1686096000.0
11.71807138417137 1686182400.0
11.080881909272893 1686268800.0
10.54462063810821 1686355200.0
10.309214628813317 1686441600.0
10.760496568286834 1686528000.0
8.880781197792409 1686614400.0
7.261973703804943 1686700800.0
6.050109730498405 1686787200.0
5.406168853195486 1686873600.0
5.7945554887999515 1686960000.0
6.434231415040766 1687046400.0
8.18149558792852 1687132800.0
9.394321368032058 1687219200.0
8.173661265111397 1687305600.0
9.30563092436116 1687392000.0
9.494344339913575 1687478400.0
9.62336234728529 1687564800.0
8.640851358849051 1687651200.0
9.266086678169845 1687737600.0
10.392243627069552 1687824000.0
11.383721540445865 1687910400.0
12.064521568718142 1687996800.0
11.659677007491371 1688083200.0
11.673509162631886 1688169600.0
13.329038088674713 1688256000.0
13.157682302089121 1688342400.0
11.976428065033469 1688428800.0
11.208226627627738 1688515200.0
10.609543424705262 1688601600.0
8.2484043827865 1688688000.0
7.556309661832985 1688774400.0
7.5646065059359335 1688860800.0
8.204979264322983 1688947200.0
9.438186441317676 1689033600.0
10.618002367787385 1689120000.0
10.720543567837165 1689206400.0
10.81229776014611 1689292800.0
11.891193572477942 1689379200.0
14.390890297456629 1689465600.0
13.56322567238757 1689552000.0
15.153219231822394 1689638400.0
16.449245151649656 1689724800.0
15.294035633710154 1689811200.0
14.695027348923686 1689897600.0
15.000379211965688 1689984000.0
14.438784000697341 1690070400.0
14.414377519400068 1690156800.0
12.846551516756557 1690243200.0
10.728374299525335 1690329600.0
10.807002469931998 1690416000.0
9.931999617229716 1690502400.0
9.462165138016491 1690588800.0
11.15670718257179 1690675200.0
12.222684828824061 1690761600.0
11.560137908682865 1690848000.0
10.611328990476936 1690934400.0
11.139402703868463 1691020800.0
10.081936699385977 1691107200.0
12.266545367266522 1691193600.0
11.710177620034841 1691280000.0
11.450037711396599 1691366400.0
12.017947853679336 1691452800.0
9.899770636448114 1691539200.0
9.376460823399619 1691625600.0
9.488681320172567 1691712000.0
8.695240626168092 1691798400.0
9.339126522665463 1691884800.0
8.006282137863852 1691971200.0
8.467253444436713 1692057600.0
8.313064590267038 1692144000.0
9.396770969892087 1692230400.0
8.94488573809395 1692316800.0
8.69584695045222 1692403200.0
7.164117618740973 1692489600.0
6.5066244123910115 1692576000.0
5.927093104295939 1692662400.0
6.213802357720974 1692748800.0
6.2008864870434515 1692835200.0
5.218375498607212 1692921600.0
5.209456209150488 1693008000.0
3.1074649796321934 1693094400.0
2.8103186416551247 1693180800.0
2.877360239549629 1693267200.0
3.7609496461000544 1693353600.0
4.689806424201571 1693440000.0
6.3296174496504864 1693526400.0
7.314154138459468 1693612800.0
6.345283470894838 1693699200.0
6.407258163298031 1693785600.0
6.601726851528587 1693872000.0
7.144662639276794 1693958400.0
6.585947973919853 1694044800.0
6.947030954329915 1694131200.0
6.281278019780434 1694217600.0
5.731851623895121 1694304000.0
6.187213195349457 1694390400.0
6.953400706169542 1694476800.0
8.2021137962771 1694563200.0
8.413717889543788 1694649600.0
8.717274111695206 1694736000.0
10.709945266818728 1694822400.0
11.604541143841592 1694908800.0
11.380056353035853 1694995200.0
12.054449175390292 1695081600.0
11.951470846410533 1695168000.0
12.840482718402603 1695254400.0
13.366642893480213 1695340800.0
13.109970431109394 1695427200.0
11.88428312311476 1695513600.0
9.414615475132775 1695600000.0
8.607264417246187 1695686400.0
8.212130644017915 1695772800.0
8.919101339767188 1695859200.0
9.010855532076134 1695945600.0
8.95849206989014 1696032000.0
7.37346818147266 1696118400.0
7.381345263718819 1696204800.0
5.533416826511645 1696291200.0
6.477400801715518 1696377600.0
8.199334360059936 1696464000.0
7.513503746945412 1696550400.0
6.519002340950892 1696636800.0
5.9222725998298245 1696723200.0
5.047269747127542 1696809600.0
7.82947310270534 1696896000.0
8.989552386140113 1696982400.0
7.744161506147945 1697068800.0
6.746160638650919 1697155200.0
6.2395810345447735 1697241600.0
4.924818952931332 1697328000.0
4.084848275970366 1697414400.0
4.502970178165839 1697500800.0
4.517024734697594 1697587200.0
5.5085026480739065 1697673600.0
4.075545775991536 1697760000.0
3.0810443699970156 1697846400.0
2.765948944631071 1697932800.0
2.0738542236775555 1698019200.0
3.6351017062708637 1698105600.0
4.133295687071371 1698192000.0
3.370656495797263 1698278400.0
1.7899035933600043 1698364800.0
2.456213003759608 1698451200.0
2.690493548384246 1698537600.0
3.046725523810655 1698624000.0
2.1796177126379783 1698710400.0
2.130405964088424 1698796800.0
1.7921364526681294 1698883200.0
1.6548586776122307 1698969600.0
1.6340873464930146 1699056000.0
2.205915602837941 1699142400.0
1.0550882446345904 1699228800.0
2.8097676994558234 1699315200.0
1.9117285773469166 1699401600.0
1.3678544045860117 1699488000.0
0.605215213311904 1699574400.0
1.3310078924053639 1699660800.0
1.3768341504044512 1699747200.0
0.3979737181227858 1699833600.0
0.8666775344441968 1699920000.0
1.7955343125457126 1700006400.0
1.7529124710439365 1700092800.0
2.7697093661068957 1700179200.0
2.164870103460344 1700265600.0
1.2981346023079894 1700352000.0
1.4781968231269489 1700438400.0
3.5023230084263384 1700524800.0
3.1769727285517604 1700611200.0
3.6096266940351995 1700697600.0
3.203318014272705 1700784000.0
3.8421459871325045 1700870400.0
3.722608438266875 1700956800.0
4.464194743681033 1701043200.0
4.167048405703964 1701129600.0
2.9685665949398374 1701216000.0
4.6706781500188566 1701302400.0
2.887662869253389 1701388800.0
1.9711174053554499 1701475200.0
1.5691803933693653 1701561600.0
1.0824816178401901 1701648000.0
1.5227879100996642 1701734400.0
2.4345127479063784 1701820800.0
1.849622772150839 1701907200.0
2.9091353481477684 1701993600.0
2.240234428496824 1702080000.0
3.801481911090132 1702166400.0
5.328517835922979 1702252800.0
6.431939913196347 1702339200.0
5.442318623988933 1702425600.0
4.81808755055185 1702512000.0
5.979939139938978 1702598400.0
5.528053908140841 1702684800.0
5.357660527822774 1702771200.0
4.921621165250732 1702857600.0
5.816217042273597 1702944000.0
5.254621831005251 1703030400.0
5.329563234128786 1703116800.0
4.750031926033714 1703203200.0
6.086975035785587 1703289600.0
6.074059165108064 1703376000.0
5.157513701210125 1703462400.0
6.576359370896125 1703548800.0
6.651300774019661 1703635200.0
6.4151748349408715 1703721600.0
7.603140054178304 1703808000.0
8.668182044560869 1703894400.0
8.472767724946076 1703980800.0
