datetime,A,B
2023-01-02 18:00:00,-19.50291467100928,-0.8826461561176857
2023-01-02 19:00:00,-18.347786180941863,-1.305746632815299
2023-01-02 20:00:00,-18.710084276335948,-0.8330249551061542
2023-01-02 21:00:00,-17.50984439210906,-2.6102565284497783
2023-01-02 22:00:00,-16.683480997256872,-2.928316850821832
2023-01-02 23:00:00,-14.36164711530189,-3.329725846944372
2023-01-03 00:00:00,-13.66161373125206,-3.8510275847794775
2023-01-03 01:00:00,-14.822103905221033,-5.734007492525411
2023-01-03 02:00:00,-15.601635292240838,-6.563683326816851
2023-01-03 03:00:00,-14.52536204376161,-4.822940033503837
2023-01-03 04:00:00,-11.479936999393844,-6.96938002520656
2023-01-03 05:00:00,-10.636526590424635,-6.348472915210511
2023-01-03 06:00:00,-9.229092653341365,-6.033427144681629
2023-01-03 07:00:00,-9.01450701817132,-7.581406085055756
2023-01-03 08:00:00,-9.520127297022942,-8.26574951844335
2023-01-03 09:00:00,-9.87397299044751,-8.922540796809486
2023-01-03 10:00:00,-8.56517761921379,-7.728648367828415
2023-01-03 11:00:00,-8.600041757489638,-5.927556490624962
2023-01-03 12:00:00,-8.235127697050551,-5.189605485290571
2023-01-03 13:00:00,-7.286318336989052,-4.871230011394952
2023-01-03 14:00:00,-6.51242825165382,-4.753738494097552
2023-01-03 15:00:00,-7.745001560192341,-4.768793460618947
2023-01-03 16:00:00,-8.758637438040068,-3.190040291572794
2023-01-03 17:00:00,-9.225603353274265,-2.930689663226904
2023-01-03 18:00:00,-10.00517822883872,-3.671535331029778
2023-01-03 19:00:00,-10.234573036803528,-3.309569438406757
2023-01-03 20:00:00,-10.328462835876977,-3.44399062900842
2023-01-03 21:00:00,-9.174199664852068,-3.2242914815494554
2023-01-03 22:00:00,-9.445700459968135,-2.611137182777679
2023-01-03 23:00:00,-8.730917503045127,-3.003025270964112
2023-01-04 00:00:00,-8.139540928577317,-2.9431734677475507
2023-01-04 01:00:00,-10.681360482278864,-1.8399110420735485
2023-01-04 02:00:00,-10.536173689415527,-2.940981279703976
2023-01-04 03:00:00,-10.14014023557416,-2.823489762406576
2023-01-04 04:00:00,-10.165999099224736,-3.6115827727469543
2023-01-04 05:00:00,-9.572123699400937,-2.241179764198732
2023-01-04 06:00:00,-8.190441453272804,-1.2389574981705442
2023-01-04 07:00:00,-7.565500676169341,-2.5590583596246463
2023-01-04 08:00:00,-6.940559899065878,-2.525402769183017
2023-01-04 09:00:00,-6.847785697023054,-2.1048806976641994
2023-01-04 10:00:00,-8.696560778174433,-1.8949347344083367
2023-01-04 11:00:00,-7.48498028670653,-3.6720422284853353
2023-01-04 12:00:00,-7.366146526655115,-1.683267399563979
2023-01-04 13:00:00,-6.398747631987364,-1.8013519449852562
2023-01-04 14:00:00,-6.253349057957904,-0.5393333030698748
2023-01-04 15:00:00,-5.5134983877402215,0.0289690688091207
2023-01-04 16:00:00,-5.256217417859095,-1.6802909014269378
2023-01-04 17:00:00,-3.1993722144100287,-2.896842416034812
2023-01-04 18:00:00,-3.080538454358614,-3.4856545240324097
2023-01-04 19:00:00,-4.252152718840837,-2.250373700327045
2023-01-04 20:00:00,-4.672269565859484,-3.080744164821274
2023-01-04 21:00:00,-4.098520393039836,-2.1003957112363105
2023-01-04 22:00:00,-2.29236908888774,-2.395246444936256
2023-01-04 23:00:00,-2.396293628177276,-3.2473789845345244
2023-01-05 00:00:00,-2.6256884361420805,-2.4805014050240084
2023-01-05 01:00:00,-1.7822780271728726,-4.187919667824405
2023-01-05 02:00:00,-1.71131326404262,-5.092640982334569
2023-01-05 03:00:00,-2.0732338672261585,-4.882695019078706
2023-01-05 04:00:00,-2.089366626678016,-4.908570580165604
2023-01-05 05:00:00,-0.5359372320387639,-5.423427139441674
2023-01-05 06:00:00,0.9293469677947775,-5.407000010191067
2023-01-05 07:00:00,0.6050178887163871,-5.7287527495645865
2023-01-05 08:00:00,0.4122065476968971,-4.206556103789237
2023-01-05 09:00:00,-0.3649387685148575,-3.3205294811932093
2023-01-05 10:00:00,-1.0752765306932277,-3.4213203743174185
2023-01-05 11:00:00,0.3101714109603746,-2.678440925009668
2023-01-05 12:00:00,-0.0217702875351148,-1.8244559673481613
2023-01-05 13:00:00,-1.3419131004640763,-3.155329551360498
2023-01-05 14:00:00,-1.926105044937719,-1.1424258496162665
2023-01-05 15:00:00,-1.301208905254915,-2.111309274357556
2023-01-05 16:00:00,-0.7600050622122427,-2.835587192704988
2023-01-05 17:00:00,-1.5008068518704043,-1.8545870784916256
2023-01-05 18:00:00,-1.9535050954640851,-0.4675882900732735
2023-01-05 19:00:00,-0.2177327348253948,0.7200728547737656
2023-01-05 20:00:00,0.4296951988649337,1.377045823101252
2023-01-05 21:00:00,-0.9053786688314964,3.4399465276098264
2023-01-05 22:00:00,0.1236466495277556,2.8543972272275013
2023-01-05 23:00:00,-0.0435243062043289,3.651227740312178
2023-01-06 00:00:00,-0.6757786933473094,2.022087060261779
2023-01-06 01:00:00,-0.7722825011848052,0.5424999207752486
2023-01-06 02:00:00,-0.0423199924305075,0.6163036476456077
2023-01-06 03:00:00,1.915935313224703,0.601368800526462
2023-01-06 04:00:00,0.9321007632893504,2.119758767521945
2023-01-06 05:00:00,1.5735509299716175,1.2513027764396154
2023-01-06 06:00:00,1.7811984990127612,1.4288201278362955
2023-01-06 07:00:00,2.4711645744331148,1.8018323712554247
2023-01-06 08:00:00,0.9853592650949377,1.5694793424807532
2023-01-06 09:00:00,2.418979365758569,0.0712951442210805
2023-01-06 10:00:00,2.378197613881052,0.2514175962091018
2023-01-06 11:00:00,1.725575103061385,0.1647840354406705
2023-01-06 12:00:00,0.9847733134032232,-0.7399372790694934
2023-01-06 13:00:00,3.060169414549073,0.6921332603486536
2023-01-06 14:00:00,2.999447036850192,0.5908748744091604
2023-01-06 15:00:00,1.7445717500221871,-1.9663797817181
2023-01-06 16:00:00,1.5528446145974355,-1.895617540421587
2023-01-06 17:00:00,0.9262646422707927,-2.5524088187877227
2023-01-06 18:00:00,1.169346652690747,-4.101408866171144
2023-01-06 19:00:00,0.9503670895570288,-3.598228268184274
2023-01-06 20:00:00,0.454762882708353,-3.770585526070853
2023-01-06 21:00:00,0.5994044808729089,-3.583858643162057
2023-01-06 22:00:00,-0.73197741255003,-5.730298634864781
2023-01-06 23:00:00,-2.018041599713728,-5.599397601429822
2023-01-07 00:00:00,-2.2330000317644894,-5.46176923729851
2023-01-07 01:00:00,-2.2686315685254943,-4.113756354416835
2023-01-07 02:00:00,-2.325226350499216,-6.376617257389649
2023-01-07 03:00:00,-0.9377181250548924,-7.511324697842793
2023-01-07 04:00:00,-0.1638280397196603,-6.9647017060841065
2023-01-07 05:00:00,-0.2054425104084244,-6.387846504097378
2023-01-07 06:00:00,0.430075480226865,-5.448114383898216
2023-01-07 07:00:00,2.2586664585717138,-5.094154757328275
2023-01-07 08:00:00,2.70678478314964,-5.835000425131149
2023-01-07 09:00:00,3.4068181671994693,-5.808589051649876
2023-01-07 10:00:00,3.608744608651147,-4.84491987604226
2023-01-07 11:00:00,4.36203775056863,-4.821489074828619
2023-01-07 12:00:00,3.678356509846329,-3.831393058099525
2023-01-07 13:00:00,3.1865390499889426,-2.3961016076137223
2023-01-07 14:00:00,2.4534203626304105,-4.476040247012918
2023-01-07 15:00:00,2.069784596823758,-5.323879112628449
2023-01-07 16:00:00,2.4742373780941467,-4.778159588811234
2023-01-07 17:00:00,3.062517197673945,-5.041308903011443
2023-01-07 18:00:00,2.405462355279957,-5.300817593060352
2023-01-07 19:00:00,1.0045077132292426,-5.042317404190983
2023-01-07 20:00:00,2.197346857143546,-7.092127870998798
2023-01-07 21:00:00,2.103294916375439,-5.648506965356269
2023-01-07 22:00:00,2.066716508663959,-5.23500819370925
2023-01-07 23:00:00,2.529838971718393,-5.490532363397313
2023-01-08 00:00:00,1.7967202843598609,-6.988716561656986
2023-01-08 01:00:00,1.1672669491466032,-7.661364185022562
2023-01-08 02:00:00,0.1280586905618899,-7.276315581271704
2023-01-08 03:00:00,0.3971020086678722,-5.865753693942111
2023-01-08 04:00:00,1.2561924337532002,-5.547920965368474
2023-01-08 05:00:00,0.4962251829985402,-5.01184862329511
2023-01-08 06:00:00,0.1343045798150014,-6.555698857673306
2023-01-08 07:00:00,1.6745504988916569,-6.484936616376793
2023-01-08 08:00:00,1.968135153299737,-8.03291555675092
2023-01-08 09:00:00,1.8720954881688976,-8.771408297327229
2023-01-08 10:00:00,3.1834309897242417,-7.360846409997635
2023-01-08 11:00:00,0.6416114360226937,-8.511450435442097
2023-01-08 12:00:00,0.9930978871374834,-7.7445728559315805
2023-01-08 13:00:00,-0.0082476999284435,-7.465030845605709
2023-01-08 14:00:00,1.1332348074747187,-7.36610601967905
2023-01-08 15:00:00,1.54211025991045,-5.999778656189556
2023-01-08 16:00:00,1.8134547147556896,-5.166056311782827
2023-01-08 17:00:00,2.070735684636816,-4.637944435465109
2023-01-08 18:00:00,1.387054443914515,-4.949527299523098
2023-01-08 19:00:00,0.9223262158807806,-6.040642952921796
2023-01-08 20:00:00,0.1992857733572736,-7.195685404022414
2023-01-08 21:00:00,1.2145670462463314,-5.561675074747783
2023-01-08 22:00:00,1.6949578421972809,-5.194155064943873
2023-01-08 23:00:00,2.9489657303859382,-6.403657502876333
2023-01-09 00:00:00,1.3692019148472292,-5.40127283129176
2023-01-09 01:00:00,1.705778692676906,-6.313892044177807
2023-01-09 02:00:00,1.3221429268702534,-8.182427051609547
2023-01-09 03:00:00,1.7563480022113616,-8.79312834936664
2023-01-09 04:00:00,1.6444628144250195,-9.79211714482394
2023-01-09 05:00:00,1.465224773302736,-9.051800321673625
2023-01-09 06:00:00,2.568833172720054,-9.631809746820377
2023-01-09 07:00:00,3.121807222943464,-10.44857709738222
2023-01-09 08:00:00,3.3730565613672305,-10.40196710627536
2023-01-09 09:00:00,4.004210208516437,-10.873284119878452
2023-01-09 10:00:00,4.048710764853941,-10.83852749025645
2023-01-09 11:00:00,4.987290864347889,-11.547202022231575
2023-01-09 12:00:00,5.991495787859509,-11.500592031124718
2023-01-09 13:00:00,5.659554089364019,-10.858348783664432
2023-01-09 14:00:00,5.417605988516976,-10.257803514813071
2023-01-09 15:00:00,6.367224545627374,-8.856214459834563
2023-01-09 16:00:00,6.336970740443107,-9.991730286868783
2023-01-09 17:00:00,7.526564623795082,-9.36817530805179
2023-01-09 18:00:00,8.617605179753072,-9.64143902982138
2023-01-09 19:00:00,7.894564737229565,-10.757600231495273
2023-01-09 20:00:00,7.93906529356707,-11.204472098020728
2023-01-09 21:00:00,8.450661481806021,-10.573895669417874
2023-01-09 22:00:00,6.7341914697843,-11.294793617522036
2023-01-09 23:00:00,7.207289909376065,-10.320421704794583
2023-01-10 00:00:00,7.3150568625384125,-11.911687306914162
2023-01-10 01:00:00,7.386021625668666,-10.5377816408034
2023-01-10 02:00:00,5.620014220450309,-11.515371571354004
2023-01-10 03:00:00,6.606371774242069,-11.789410551875765
2023-01-10 04:00:00,5.140105866057298,-11.910624054169611
2023-01-10 05:00:00,3.5904177799442456,-11.97555496352835
2023-01-10 06:00:00,3.6994876989159953,-13.076625201158777
2023-01-10 07:00:00,4.7288309741382735,-13.772508051428323
2023-01-10 08:00:00,2.934034199888245,-13.323510672128934
2023-01-10 09:00:00,1.467768291703475,-14.87099963111546
2023-01-10 10:00:00,3.3653272457314074,-14.536151228874122
2023-01-10 11:00:00,6.4584775078807,-13.382478068499534
2023-01-10 12:00:00,8.29132971791579,-14.648279327654432
2023-01-10 13:00:00,8.504263534875383,-14.274045942076327
2023-01-10 14:00:00,8.827554496907181,-14.482462279119057
2023-01-10 15:00:00,10.78989532363034,-14.874350367305489
2023-01-10 16:00:00,11.38127189809815,-16.757491884251728
2023-01-10 17:00:00,13.636829727230156,-16.830261836185148
2023-01-10 18:00:00,15.319382298735809,-17.088107271024974
2023-01-10 19:00:00,15.152211343003724,-17.043781999843603
2023-01-10 20:00:00,16.003940162904584,-18.33789734876221
2023-01-10 21:00:00,14.826373928038374,-17.981907250418086
2023-01-10 22:00:00,14.99510479427525,-16.823358908094892
2023-01-10 23:00:00,16.027996631391858,-16.324142152700446
2023-01-11 00:00:00,15.015967932480113,-18.192677160132188
2023-01-11 01:00:00,14.977587771947276,-18.69927150817722
2023-01-11 02:00:00,14.135627424417509,-17.756331243993724
2023-01-11 03:00:00,14.875478094635191,-18.725214668735013
2023-01-11 04:00:00,15.146822549480431,-18.12452128019592
2023-01-11 05:00:00,16.15235966103711,-18.481190742157743
2023-01-11 06:00:00,15.518505830905704,-18.928873512588453
2023-01-11 07:00:00,14.416875189338269,-19.20223034776727
2023-01-11 08:00:00,13.08549329591533,-21.82993365736198
2023-01-11 09:00:00,11.65736496214642,-22.5428611601452
2023-01-11 10:00:00,11.44279278971162,-21.06355445642374
2023-01-11 11:00:00,11.941684285552382,-21.52600519977519
2023-01-11 12:00:00,12.1887256655345,-21.78906856042168
2023-01-11 13:00:00,12.259690428664753,-22.05213192106816
2023-01-11 14:00:00,12.469166517955635,-23.05933269558952
2023-01-11 15:00:00,12.934055684996451,-22.35372893413348
2023-01-11 16:00:00,14.616608256502102,-21.384479040482358
2023-01-11 17:00:00,15.489113640235525,-20.82572019230991
2023-01-11 18:00:00,15.6886337877401,-21.521603042579457
2023-01-11 19:00:00,15.025553426616726,-22.485990658342185
2023-01-11 20:00:00,15.286858554119846,-23.181873508611734
2023-01-11 21:00:00,15.25310300882471,-22.743142905470656
2023-01-11 22:00:00,15.454949916626235,-22.095168662504445
2023-01-11 23:00:00,14.612989569096468,-21.550073695180053
2023-01-12 00:00:00,13.498498512084618,-23.735917594167763
2023-01-12 01:00:00,13.031532596850424,-22.36551458561954
2023-01-12 02:00:00,13.928018102879294,-24.07293284841993
2023-01-12 03:00:00,13.109306532806668,-22.24797412043149
2023-01-12 04:00:00,12.585238488787128,-21.871403650942007
2023-01-12 05:00:00,12.559833165105143,-21.75537189122112
2023-01-12 06:00:00,12.05622655565606,-22.89088771825534
2023-01-12 07:00:00,11.86341521463657,-23.113825608562998
2023-01-12 08:00:00,11.144696309637812,-22.81783104584897
2023-01-12 09:00:00,11.067630036097698,-23.73618705671846
2023-01-12 10:00:00,10.603796476526746,-24.08090963881253
2023-01-12 11:00:00,10.71873242559508,-23.67159139596051
2023-01-12 12:00:00,8.925024467165334,-24.774919986090143
2023-01-12 13:00:00,7.230462578310785,-24.64784467520042
2023-01-12 14:00:00,7.49990022112117,-23.81970282064049
2023-01-12 15:00:00,7.955999643712564,-25.596934393984117
2023-01-12 16:00:00,7.838570327509681,-26.03173823017134
2023-01-12 17:00:00,8.106981149584612,-28.476900180318275
2023-01-12 18:00:00,8.35823048800838,-27.357160138242904
2023-01-12 19:00:00,7.975372664891377,-26.09514149632752
2023-01-12 20:00:00,7.622434792884648,-25.62785000347819
2023-01-12 21:00:00,7.245592795803101,-25.65372556456509
2023-01-12 22:00:00,5.800968633243176,-26.16858212384116
2023-01-12 23:00:00,6.750552877717476,-26.702643637086965
2023-01-13 00:00:00,5.61796653449098,-26.42310162676109
2023-01-13 01:00:00,4.378056002270028,-26.15006091931636
2023-01-13 02:00:00,4.913154733192838,-26.11530428969436
2023-01-13 03:00:00,3.934783132196661,-26.43117186725443
2023-01-13 04:00:00,4.78762529334601,-27.228750028705413
2023-01-13 05:00:00,5.298030144371285,-26.8152512570584
2023-01-13 06:00:00,3.700067404847698,-26.265042508009746
2023-01-13 07:00:00,4.676871193228346,-25.05244831748124
2023-01-13 08:00:00,3.6755256061624193,-24.863644665133208
2023-01-13 09:00:00,5.508377816197509,-24.86789017135126
2023-01-13 10:00:00,5.36670785507331,-24.767636947118216
2023-01-13 11:00:00,2.105369411978735,-24.051115179247105
2023-01-13 12:00:00,1.5815711727585835,-24.76331543339721
2023-01-13 13:00:00,0.3327493520878597,-25.4198499951413
2023-01-13 14:00:00,-0.3158918001978975,-24.401798535546316
2023-01-13 15:00:00,-0.9799828696712968,-24.95168632193449
2023-01-13 16:00:00,0.3826447101854804,-24.925274948453215
2023-01-13 17:00:00,0.1606038469672691,-25.93415955183807
2023-01-13 18:00:00,-0.2230319188393835,-26.53999826768778
2023-01-13 19:00:00,0.0382819573883544,-23.91102077820577
2023-01-13 20:00:00,0.0327886963618719,-22.413360802412
2023-01-13 21:00:00,-0.002842840399133,-23.21093896386298
2023-01-13 22:00:00,-0.5204640353544914,-22.889135918148916
2023-01-13 23:00:00,-1.838371906448037,-23.14466008783697
2023-01-14 00:00:00,-0.894071441506149,-21.6470001120432
2023-01-14 01:00:00,1.181324659639701,-20.681016294053272
2023-01-14 02:00:00,1.0125028810711532,-23.03153122000336
2023-01-14 03:00:00,1.5939168163667636,-23.43562047370802
2023-01-14 04:00:00,0.273774003437802,-22.025058586378428
2023-01-14 05:00:00,0.6476427294913459,-23.159766026831573
2023-01-14 06:00:00,0.4066724447316453,-23.03269071594185
2023-01-14 07:00:00,1.9469183638083003,-23.07797972871043
2023-01-14 08:00:00,2.5731329040707185,-22.66397099201657
2023-01-14 09:00:00,3.1440735492824263,-22.24050114597885
2023-01-14 10:00:00,3.839602514149617,-22.350336364039187
2023-01-14 11:00:00,3.762292656463893,-22.86532614478378
2023-01-14 12:00:00,4.085583618495692,-21.491420478673017
2023-01-14 13:00:00,3.1507645318513564,-21.08879194556804
2023-01-14 14:00:00,3.402013870275123,-21.32341927761604
2023-01-14 15:00:00,4.766607103977579,-21.758223113803265
2023-01-14 16:00:00,6.431373489134431,-21.04724009893538
2023-01-14 17:00:00,5.589413141604661,-21.058720548340705
2023-01-14 18:00:00,6.163162314424309,-22.340717620367663
2023-01-14 19:00:00,6.307803912588865,-21.705337345325397
2023-01-14 20:00:00,8.202423803251175,-22.155786650508883
2023-01-14 21:00:00,8.518815031782983,-21.030039073657864
2023-01-14 22:00:00,9.180083591848009,-21.77140465506676
2023-01-14 23:00:00,11.02447723360188,-22.08402737494842
2023-01-15 00:00:00,11.233953322892765,-22.995943945797904
2023-01-15 01:00:00,11.917184963107475,-22.29034018434187
2023-01-15 02:00:00,12.865994323168977,-21.107144001446173
2023-01-15 03:00:00,13.459869722992774,-21.11358283710895
2023-01-15 04:00:00,14.601352230395936,-21.84537775217189
2023-01-15 05:00:00,14.2436470847897,-20.81762911612887
2023-01-15 06:00:00,13.617067112463056,-20.08728142067012
2023-01-15 07:00:00,11.633307050030334,-20.55093142255464
2023-01-15 08:00:00,10.914588145031576,-20.86251428661263
2023-01-15 09:00:00,9.220026256177029,-21.264489235805964
2023-01-15 10:00:00,7.996266425739727,-20.441674754246147
2023-01-15 11:00:00,7.944065148634613,-21.191605087870883
2023-01-15 12:00:00,8.541241839520197,-19.78104320054129
2023-01-15 13:00:00,9.006131006561013,-18.9320235617846
2023-01-15 14:00:00,9.030045036029602,-18.401562914916603
2023-01-15 15:00:00,10.01719179096145,-17.613317444008246
2023-01-15 16:00:00,8.549016571784335,-17.15581256156484
2023-01-15 17:00:00,8.195170878359766,-16.143299682600002
2023-01-15 18:00:00,9.165204508652376,-15.681635407956705
2023-01-15 19:00:00,10.70545042772903,-15.163094044783872
2023-01-15 20:00:00,9.01088853887448,-14.762884055955524
2023-01-15 21:00:00,9.288172113240917,-14.176512682241498
2023-01-15 22:00:00,10.938541588689422,-14.962078281691198
2023-01-15 23:00:00,11.593350833568785,-15.799894434058634
2023-01-16 00:00:00,11.64452177595933,-13.75995214864506
2023-01-16 01:00:00,12.513359841007436,-12.23775550286971
2023-01-16 02:00:00,12.658001439171992,-12.372176693471374
2023-01-16 03:00:00,12.005378928352323,-13.0808512254465
2023-01-16 04:00:00,12.857107748253188,-12.985779803523084
2023-01-16 05:00:00,13.483322288515604,-14.64084897066849
2023-01-16 06:00:00,14.247408108190545,-12.627945268924258
2023-01-16 07:00:00,13.509524529634689,-12.44121838601546
2023-01-16 08:00:00,11.92976071409598,-13.774164386907144
2023-01-16 09:00:00,10.538223834277424,-12.756112927312158
2023-01-16 10:00:00,12.774989656728811,-13.58549139952764
2023-01-16 11:00:00,13.291989171918155,-13.292043862918256
2023-01-16 12:00:00,13.568925995883552,-14.210399873787749
2023-01-16 13:00:00,15.22953213524204,-13.24441605579782
2023-01-16 14:00:00,14.84881632945181,-13.05014648191661
2023-01-16 15:00:00,14.370780463139234,-11.763624830965664
2023-01-16 16:00:00,14.621269037794274,-10.32833338047986
2023-01-16 17:00:00,16.04403785328597,-9.781250814715088
2023-01-16 18:00:00,14.918008257715146,-10.669057743487969
2023-01-16 19:00:00,14.38062099149646,-11.803765183941112
2023-01-16 20:00:00,15.011774638645669,-11.818700031060258
2023-01-16 21:00:00,14.385194666319023,-9.35945229773118
2023-01-16 22:00:00,14.736681117433813,-9.866046645776212
2023-01-16 23:00:00,16.290110512073063,-9.843248718913594
2023-01-17 00:00:00,14.647245567690614,-9.079772932204037
2023-01-17 01:00:00,14.965003092009107,-10.21448037265718
2023-01-17 02:00:00,16.778734986569553,-10.748541885902982
2023-01-17 03:00:00,15.27258942034519,-11.004066055591046
2023-01-17 04:00:00,16.613905296008973,-9.025780875885244
2023-01-17 05:00:00,16.194469012757242,-10.116896529283942
2023-01-17 06:00:00,16.433965878322184,-9.17716440908478
2023-01-17 07:00:00,17.581527509753975,-7.267751485356149
2023-01-17 08:00:00,16.275504083105464,-8.815730425730274
2023-01-17 09:00:00,15.951175004027071,-6.8654132367294585
2023-01-17 10:00:00,15.498476760433393,-6.674585648094153
2023-01-17 11:00:00,15.591250962476217,-5.873934950569822
2023-01-17 12:00:00,17.03437239414131,-3.387875307245824
2023-01-17 13:00:00,17.285621732565076,-3.514473458836483
2023-01-17 14:00:00,16.7900175257164,-4.223817864519835
2023-01-17 15:00:00,17.08360218012448,-4.615705952706268
2023-01-17 16:00:00,17.831565145074258,-5.470027937114422
2023-01-17 17:00:00,17.101825498962704,-5.678915431997975
2023-01-17 18:00:00,18.00474429646428,-6.638777946788686
2023-01-17 19:00:00,17.78392532124404,-7.068162911421508
2023-01-17 20:00:00,18.81681715836065,-6.952901705929532
2023-01-17 21:00:00,19.016179617804173,-6.454158888423285
2023-01-17 22:00:00,19.27748474530729,-6.263331299787978
2023-01-17 23:00:00,18.458773175234665,-6.573244452432668
2023-01-18 00:00:00,19.433288384844364,-6.874422615584233
2023-01-18 01:00:00,18.03233374279365,-5.671285026742912
2023-01-18 02:00:00,19.409353009242714,-5.772075919867121
2023-01-18 03:00:00,20.231864107226627,-5.787010766986267
2023-01-18 04:00:00,19.73937686415889,-5.760599393504994
2023-01-18 05:00:00,21.39998300351738,-5.762716508565879
2023-01-18 06:00:00,20.58249683394783,-5.924631812489842
2023-01-18 07:00:00,20.475041736781,-6.83074261952795
2023-01-18 08:00:00,18.920466764955687,-6.42811408642297
2023-01-18 09:00:00,19.12811433399683,-6.354310359552611
2023-01-18 10:00:00,18.650078467684256,-3.346040471671454
2023-01-18 11:00:00,18.92736204205069,-3.4933923581471644
2023-01-18 12:00:00,17.894807256427598,-3.6114769035684415
2023-01-18 13:00:00,16.736267307514094,-2.164821528577944
2023-01-18 14:00:00,16.556642113464353,-3.850851911430425
2023-01-18 15:00:00,18.014770104582663,-3.4018545321310354
2023-01-18 16:00:00,15.660557041410533,-3.7030326952826007
2023-01-18 17:00:00,14.759011397548198,-3.1337458861360283
2023-01-18 18:00:00,15.040922419669116,-4.234816123766456
2023-01-18 19:00:00,15.745365157853438,-4.9231229630180975
2023-01-18 20:00:00,17.298668098107328,-4.881004728941678
2023-01-18 21:00:00,16.33477010341312,-3.6426513818356767
2023-01-18 22:00:00,17.187612264562468,-1.818686035563092
2023-01-18 23:00:00,17.494630710791874,-1.440828960154641
2023-01-19 00:00:00,18.440110038838164,-0.2819317458232673
2023-01-19 01:00:00,19.748905410071885,-0.7791444677808632
2023-01-19 02:00:00,18.014224883090634,-0.4358888610003488
2023-01-19 03:00:00,16.52841957375246,-0.6418856341289495
2023-01-19 04:00:00,15.728998704671156,-0.8689534677346868
2023-01-19 05:00:00,15.854564510022122,-1.7873094786041783
2023-01-19 06:00:00,16.110488271808606,-1.419789468800268
2023-01-19 07:00:00,15.131887123151229,-2.3615909197841924
2023-01-19 08:00:00,16.86103989018424,-0.9911879112359698
2023-01-19 09:00:00,18.39649228352768,-1.5970266270856786
2023-01-19 10:00:00,18.869305230402126,-3.464769287531332
2023-01-19 11:00:00,18.548609472212924,-3.060299593729108
2023-01-19 12:00:00,19.226268568868186,-3.5604442103501457
2023-01-19 13:00:00,16.643153873773798,-4.351399061873076
2023-01-19 14:00:00,16.201407216627867,-4.569149220619382
2023-01-19 15:00:00,16.976096587410616,-3.863545459163345
2023-01-19 16:00:00,17.157781625836986,-5.7312881196089975
2023-01-19 17:00:00,18.041581208841343,-6.561658584103227
2023-01-19 18:00:00,18.091520313908266,-6.081424588730243
2023-01-19 19:00:00,17.474033505194093,-6.192639977472461
2023-01-19 20:00:00,17.642764371430967,-5.642431228423806
2023-01-19 21:00:00,17.855698188390562,-4.298939121433299
2023-01-19 22:00:00,17.658402403038245,-5.128317593648782
2023-01-19 23:00:00,17.63254353938767,-3.4371579770663145
